key;fare_amount;pickup_datetime;Startlongitude;Startlatitude;Distance_km;passenger_count
2015-01-11 03:15:38.0000001;58;2015-01-11 03:15:38 UTC;-73,983329772949219;40,738719940185547;6,026365;1
2011-08-12 04:20:00.00000015;24,9;2011-08-12 04:20:00 UTC;-74,006662;40,73121;9,703443;1
2011-08-31 08:21:47.0000004;12,5;2011-08-31 08:21:47 UTC;-73,917399;40,746485;6,774571;1
2012-08-19 19:56:34.0000002;17,7;2012-08-19 19:56:34 UTC;-73,87082;40,773748;7,513370;1
2013-09-17 04:22:00.0000006;19;2013-09-17 04:22:00 UTC;-73,98721;40,729325;6,638495;1
2012-02-12 01:26:00.000000159;22,5;2012-02-12 01:26:00 UTC;-73,9882;40,75909;7,755469;5
2015-05-31 07:33:18.0000002;16,5;2015-05-31 07:33:18 UTC;-73,996986389160156;40,755428314208984;5,264243;3
2014-10-25 21:24:00.000000167;16;2014-10-25 21:24:00 UTC;-74,005677;40,745547;5,170633;1
2010-05-17 07:44:00.00000096;17,3;2010-05-17 07:44:00 UTC;-73,950972;40,785633;7,124497;1
2015-01-30 00:16:06.0000005;21,5;2015-01-30 00:16:06 UTC;-74,0010986328125;40,72149658203125;5,008367;1
2011-06-12 13:33:00.000000128;15,3;2011-06-12 13:33:00 UTC;-73,949477;40,768018;6,448086;5
2013-06-22 02:35:01.0000004;23;2013-06-22 02:35:01 UTC;-73,997728;40,746099;6,019063;1
2013-04-12 04:39:51.0000001;11,5;2013-04-12 04:39:51 UTC;-73,963511;40,761732;5,532340;1
2014-07-27 08:22:00.00000022;16,5;2014-07-27 08:22:00 UTC;-73,95485;40,76542;6,330161;2
2013-09-07 22:29:00.0000004;16,5;2013-09-07 22:29:00 UTC;-73,9952;40,731697;5,461056;1
2013-07-31 06:51:13.0000001;19;2013-07-31 06:51:13 UTC;-73,988834;40,76428;5,701352;1
2011-05-02 12:44:59.0000008;15,3;2011-05-02 12:44:59 UTC;-74,006636;40,751407;6,209593;1
2010-05-22 23:29:57.0000003;25,3;2010-05-22 23:29:57 UTC;-74,001343;40,74132;8,742018;1
2009-12-06 11:58:29.0000001;18,1;2009-12-06 11:58:29 UTC;-74,008134;40,748631;6,705812;2
2010-03-27 22:20:51.0000004;12,1;2010-03-27 22:20:51 UTC;-73,870936;40,773703;5,208980;1
2014-07-11 05:07:00.0000007;25;2014-07-11 05:07:00 UTC;-73,95166;40,772657;7,083025;2
2015-06-02 23:16:15.00000012;34;2015-06-02 23:16:15 UTC;-73,974899291992188;40,751094818115234;7,976153;0
2012-11-08 20:07:35.0000002;23,5;2012-11-08 20:07:35 UTC;-73,992028;40,75497;9,540320;1
2013-04-01 00:04:15.0000002;20,33;2013-04-01 00:04:15 UTC;-73,994718;40,750306;5,314042;1
2014-06-25 17:43:16.0000003;23,5;2014-06-25 17:43:16 UTC;-73,958585;40,775615;5,036121;1
2013-03-22 19:20:00.00000061;21,5;2013-03-22 19:20:00 UTC;-73,955235;40,773077;6,337374;6
